Name,Phone Number,Province,Sport,Game Attendance,Age,Called,Call Center,Call Outcome,Applied,Decision
Wyatt Conley,921737508670,Nova Scotia,cricket,0.15,39,False,East,,,
Jimmy Zavala,10019203559,Saskatchewan,baseball,0.25,31,False,West,,,
Dylan Garrett,966532706095,Prince Edward Island,ice hockey,0.19,27,False,East,,,
Essence Butler,175718505743,Ontario,baseball,0.57,20,True,South,interested,False,
Yosef Bryan,679612109016,Alberta,cricket,0.29,25,False,West,,,
Shaniya Lozano,118194168424,British Columbia,cricket,0.75,30,True,West,interested,False,
Braiden Watts,465653000937,Alberta,ice hockey,0.34,33,False,West,,,
Immanuel Lara,189095380373,Quebec,cricket,0.21,21,True,East,not interested,False,
Hailey Collier,921957329891,Quebec,basketball,0.29,51,False,East,,,
Rylee Romero,708209435819,Ontario,baseball,0.85,24,False,South,,,
Ross Mueller,948113629023,Quebec,soccer,0.32,49,False,East,,,
Monserrat Rhodes,999951909384,Ontario,ice hockey,0.52,37,True,South,interested,True,approved
Tony Rivers,835419415162,Saskatchewan,ice hockey,0.52,25,False,West,,,
Graham Francis,953207545599,Manitoba,rugby,0.57,47,False,South,,,
Miguel Gordon,411486450606,Quebec,baseball,0.38,27,False,East,,,
Armani Kelley,298244890287,Saskatchewan,soccer,0.15,30,False,West,,,
Viviana Stone,756125658014,Manitoba,ice hockey,0.77,93,True,South,interested,True,rejected
Nikhil Salinas,399292717655,Nova Scotia,rugby,0.33,42,False,East,,,
Paula Austin,980578149329,Newfoundland and Labrador,ice hockey,0.58,38,False,East,,,
Reece Morton,514879677948,Prince Edward Island,cricket,0.62,50,False,East,,,
Oliver Hickman,913072914865,Quebec,soccer,0.57,18,False,East,,,
Payton Singleton,408754911955,Alberta,basketball,0.15,24,True,West,interested,False,
Lawrence Ewing,293241551240,British Columbia,cricket,0.44,24,True,West,interested,True,approved
Milagros Haas,437316751684,Ontario,ice hockey,0.38,29,True,South,interested,False,
Jesse Fields,483848773274,British Columbia,ice hockey,0.29,81,False,West,,,
Karlie Barker,323462100392,Quebec,rugby,0.61,49,False,East,,,
Maxwell Schaefer,717153798310,Nova Scotia,baseball,0.57,18,False,East,,,
Denise Hutchinson,55217170196,Manitoba,cricket,0.22,25,False,South,,,
Leonidas Quinn,313239858967,British Columbia,soccer,0.42,46,True,West,dead line,False,
Coleman Novak,941435313964,Saskatchewan,rugby,0.13,27,False,West,,,
Nayeli Franco,212672616671,Quebec,ice hockey,0.24,37,True,East,dead line,False,
Emery Hull,648354590027,Nova Scotia,soccer,0.14,29,False,East,,,
Katrina Wolf,80638692516,Ontario,cricket,0.25,24,False,South,,,
Milton Harvey,623413026165,Nova Scotia,ice hockey,0.44,30,False,East,,,
German Peck,175366974699,Saskatchewan,ice hockey,0.11,54,False,West,,,
Joshua Patrick,58955022708,Quebec,soccer,0.13,35,True,East,not interested,False,
Aria Harvey,941817733098,British Columbia,tennis,0.5,42,True,West,not interested,False,
Jesus Velasquez,675866990964,Ontario,ice hockey,0.54,26,False,South,,,
Kasey Rios,490498365903,Ontario,ice hockey,0.33,30,False,South,,,
Jamarcus Hogan,618078011129,Prince Edward Island,rugby,0.62,18,False,East,,,
Joselyn Reese,879218091825,Manitoba,tennis,0.86,55,True,South,interested,True,rejected
Keegan Moses,56440184315,Ontario,cricket,0.28,26,False,South,,,
Kaelyn Landry,701214942399,Manitoba,baseball,0.75,22,False,South,,,
Jayvon Barton,167720677354,Quebec,ice hockey,0.48,88,False,East,,,
Paola Yoder,549619625228,Ontario,tennis,0.48,18,False,South,,,
Selah Mcguire,934639877406,Ontario,ice hockey,0.12,20,False,South,,,
Cristina Rojas,638459541332,British Columbia,soccer,0.68,19,True,West,not interested,False,
Tripp Love,719480022622,Saskatchewan,soccer,0.56,39,False,West,,,
Braedon Russell,419553299183,Ontario,tennis,0.23,80,False,South,,,
Jett Barrett,633667598134,Saskatchewan,soccer,0.3,22,False,West,,,
Joel Boone,923524823320,Quebec,basketball,0.73,22,False,East,,,
Gia Vincent,357069000493,Saskatchewan,soccer,0.14,31,False,West,,,
Cale Browning,121543470836,Alberta,soccer,0.42,25,False,West,,,
Simone Tapia,999369908911,Alberta,soccer,0.86,22,False,West,,,
Eric Larson,591005518047,British Columbia,ice hockey,0.58,27,True,West,interested,True,approved
Jovanni Escobar,354237074337,Ontario,ice hockey,0.73,26,False,South,,,
Pedro Williams,565364481472,Yukon,cricket,0.33,29,False,North,,,
Rogelio Wheeler,904745879574,Quebec,baseball,0.97,59,False,East,,,
Sage Potts,386824439144,Alberta,rugby,0.69,29,True,West,not interested,False,
Nicolas Peck,669471952427,Saskatchewan,ice hockey,0.47,38,False,West,,,
Malakai Glenn,293201554714,Quebec,soccer,0.14,22,False,East,,,
Kathy Spence,212112931565,Alberta,tennis,0.37,41,False,West,,,
Demarion Green,626895378947,Alberta,ice hockey,0.28,78,False,West,,,
Cynthia Buckley,373753341171,Manitoba,soccer,0.37,24,False,South,,,
Douglas Soto,867591428261,Saskatchewan,cricket,0.37,35,False,West,,,
Will Parker,244327861169,Prince Edward Island,ice hockey,0.51,21,False,East,,,
Abraham Park,152541008474,Newfoundland and Labrador,ice hockey,0.35,37,False,East,,,
Zoey Blankenship,322120900769,Saskatchewan,baseball,0.32,38,False,West,,,
Amya Christian,521942196687,British Columbia,tennis,0.19,41,False,West,,,
Adan Duran,75242461947,Quebec,cricket,0.56,47,False,East,,,
Jenny Hanna,309639969705,Ontario,cricket,0.17,68,False,South,,,
Gerardo Salas,92190057351,Quebec,soccer,0.24,19,False,East,,,
Nathaly Stark,228677106213,Ontario,baseball,0.86,23,False,South,,,
Braylen Heath,52041542717,Quebec,basketball,0.33,22,False,East,,,
Zara Stanton,799364103030,British Columbia,soccer,0.19,65,True,West,not interested,False,
Jameson Barnes,454574548572,Alberta,soccer,0.27,49,True,West,answer machine,False,
Tyson Key,423814523196,Alberta,soccer,0.61,36,True,West,interested,True,rejected
Brogan Vance,797548680888,Ontario,ice hockey,0.59,37,False,South,,,
Michaela Tanner,167019312643,Manitoba,tennis,0.34,35,False,South,,,
Alessandro Santos,900190811377,Alberta,cricket,0.2,21,False,West,,,
Savannah Howard,521011952340,Ontario,ice hockey,0.43,30,True,South,dead line,False,
Jaylynn Conley,27751693111,Ontario,ice hockey,0.51,27,False,South,,,
Paisley Small,437283874185,Nova Scotia,soccer,0.89,21,False,East,,,
Eliza Herman,946883703862,Saskatchewan,baseball,0.08,22,False,West,,,
Amira Wiggins,172518708843,Quebec,cricket,0.28,20,False,East,,,
Cherish Powell,65049853801,Quebec,baseball,0.11,23,False,East,,,
Dahlia Forbes,670107724904,Manitoba,cricket,0.53,71,True,South,not interested,False,
Harper Palmer,700208789107,Saskatchewan,ice hockey,0.3,69,False,West,,,
Reese Richards,901474998617,Alberta,soccer,0.25,36,False,West,,,
Peyton Watkins,462888478699,Ontario,ice hockey,0.83,48,True,South,call back later,False,
Caitlyn Rodgers,393136936303,Saskatchewan,cricket,0.33,26,False,West,,,
Emmett Cherry,370434789785,Saskatchewan,soccer,0.09,39,False,West,,,
Samuel Ho,564369838484,Saskatchewan,baseball,0.36,34,False,West,,,
Lilian Wu,278054968161,Ontario,ice hockey,0.44,49,False,South,,,
Emma Roman,202257263505,Quebec,soccer,0.52,29,False,East,,,
Lucia Barr,378388883610,Manitoba,ice hockey,0.16,25,True,South,not interested,False,
Jalen Walsh,475874138258,Ontario,baseball,0.62,26,True,South,interested,True,approved
Janae Newton,988286881647,Prince Edward Island,cricket,0.26,31,False,East,,,
Tyree Barker,126662061331,Ontario,soccer,0.62,29,True,South,interested,False,
Adriel Goodman,938396452682,Ontario,ice hockey,0.74,26,True,South,interested,True,approved
Giovanna Mclaughlin,357969367704,Quebec,baseball,0.13,39,False,East,,,
Jaslyn Blair,933314975770,Manitoba,soccer,0.16,24,False,South,,,
Jaydin Gomez,904755275622,British Columbia,soccer,0.68,78,False,West,,,
Diego Villa,543120011470,Quebec,baseball,0.94,36,False,East,,,
Amari Pineda,961885244718,New Brunswick,cricket,0.27,24,True,East,interested,True,rejected
Naima Zuniga,807858711294,British Columbia,baseball,0.26,20,False,West,,,
Yurem Fowler,278743086510,Manitoba,ice hockey,0.26,56,True,South,not interested,False,
Ashton Greer,72111042742,Prince Edward Island,ice hockey,0.56,21,False,East,,,
Cole Cabrera,529170777993,Ontario,ice hockey,0.62,25,False,South,,,
Aliya Greer,771665760035,Nova Scotia,tennis,0.13,26,False,East,,,
Amira Hines,171023184898,Quebec,ice hockey,0.69,39,False,East,,,
Kate Stewart,84438068771,British Columbia,soccer,0.34,39,False,West,,,
Harper Vincent,866269689117,Saskatchewan,baseball,0.43,19,False,West,,,
Callum Potter,739428522975,Alberta,cricket,0.34,49,False,West,,,
Kolton Lynch,741758363717,Ontario,baseball,0.45,50,False,South,,,
Lucian Clarke,779808582961,Quebec,ice hockey,0.59,29,True,East,not interested,False,
Jacquelyn Cruz,340618754802,British Columbia,baseball,0.58,34,False,West,,,
Brett Miller,892825295347,Ontario,tennis,0.39,22,True,South,interested,False,
Myles Frost,43838982478,Ontario,ice hockey,0.13,18,False,South,,,
Jan Friedman,845463482800,Ontario,tennis,0.61,31,False,South,,,
Kierra Bowman,821969451663,Ontario,soccer,0.43,35,False,South,,,
Teagan Ortega,843089363185,British Columbia,ice hockey,0.34,59,False,West,,,
Sophia Barber,231408707552,Quebec,tennis,0.59,21,False,East,,,
Christine Robbins,466407116649,Newfoundland and Labrador,baseball,0.87,42,True,East,not interested,False,
Reagan Clarke,952964124785,New Brunswick,soccer,0.26,41,False,East,,,
Kael Parsons,733578257154,Quebec,ice hockey,0.22,35,True,East,not interested,False,
Marc Lucas,264671525420,Ontario,rugby,0.22,36,False,South,,,
Britney Morrison,435706912741,Saskatchewan,tennis,0.12,18,False,West,,,
Gabriella Holmes,612030062576,Nova Scotia,tennis,0.77,89,False,East,,,
Maggie Chang,743763519381,Alberta,soccer,0.22,36,False,West,,,
Soren Solis,909732560353,British Columbia,ice hockey,0.44,43,True,West,not interested,False,
Bo Pacheco,685080077722,British Columbia,soccer,0.37,22,False,West,,,
Janelle Weiss,815126391660,Quebec,tennis,0.29,19,True,East,dead line,False,
Kinley Barron,805057860545,Quebec,ice hockey,0.42,23,True,East,not interested,False,
Larry Mccall,49382000669,Manitoba,cricket,0.99,19,True,South,interested,True,rejected
Trevin Becker,625811393548,Saskatchewan,ice hockey,0.4,33,False,West,,,
Cora Hill,907681864332,Quebec,ice hockey,0.63,30,False,East,,,
Kaiya Jackson,26277116706,Saskatchewan,baseball,0.42,54,False,West,,,
Stephanie Duffy,852085681319,Alberta,ice hockey,0.81,22,False,West,,,
Angeline Fernandez,646316672354,Manitoba,cricket,0.75,27,False,South,,,
Dania Gentry,952853905386,Ontario,rugby,0.2,49,False,South,,,
Gina Mata,209554217515,Ontario,tennis,0.53,55,False,South,,,
Penelope Mcintosh,753270999271,British Columbia,soccer,0.23,21,False,West,,,
Skylar Zavala,473346537235,Saskatchewan,tennis,0.59,44,True,West,interested,False,
Kareem Maynard,547129269696,Saskatchewan,soccer,0.7,107,False,West,,,
Marquis Navarro,863833448469,New Brunswick,soccer,0.53,18,False,East,,,
Martin Bartlett,585818793807,Alberta,cricket,0.13,37,False,West,,,
Delilah Webb,364301477935,British Columbia,rugby,0.71,29,False,West,,,
Camille Shelton,892185458875,British Columbia,baseball,0.21,38,False,West,,,
Cynthia Mcbride,192322616892,Ontario,baseball,0.26,37,False,South,,,
Kierra Abbott,466795625204,Ontario,ice hockey,0.21,21,False,South,,,
Sanaa Cross,50421199582,Nova Scotia,soccer,0.34,78,False,East,,,
Margaret Kirby,4666839746,Manitoba,cricket,0.13,34,True,South,interested,False,
Zaniyah King,68874770411,Ontario,ice hockey,0.33,42,False,South,,,
Ramon Barnett,46146088596,Newfoundland and Labrador,ice hockey,0.37,38,False,East,,,
Gemma Mendoza,520665281404,Ontario,tennis,0.86,20,True,South,interested,False,
Deven Elliott,991951594891,Manitoba,ice hockey,0.5,24,False,South,,,
Dereon Nichols,617814797248,New Brunswick,ice hockey,0.28,28,False,East,,,
Sabrina Dunn,926444208089,Nova Scotia,soccer,0.56,33,False,East,,,
Shania Adkins,506496899504,Ontario,ice hockey,0.41,38,True,South,interested,True,approved
Samantha Conner,58455255969,Alberta,soccer,0.76,35,False,West,,,
Dustin Harmon,800567956705,Quebec,baseball,0.51,40,False,East,,,
Catalina Mclean,516961892363,Prince Edward Island,ice hockey,0.61,20,False,East,,,
Izaiah Graham,628722415688,Ontario,ice hockey,0.63,48,False,South,,,
Nash Blanchard,860854592355,Ontario,ice hockey,0.53,22,False,South,,,
Adriana Griffith,282893087104,Ontario,soccer,0.41,25,True,South,interested,True,approved
Gunner Charles,654130724411,Ontario,baseball,0.39,36,True,South,not interested,False,
Claudia Mata,383421236730,Quebec,tennis,0.69,41,False,East,,,
Jordan Charles,234636991130,British Columbia,tennis,0.76,23,False,West,,,
Jaylee Conley,494529911208,Nova Scotia,ice hockey,0.19,20,False,East,,,
David Spencer,834969590053,Alberta,cricket,0.65,30,True,West,interested,True,approved
Darien Arroyo,351078168200,Alberta,soccer,0.59,30,False,West,,,
Carl Faulkner,204398649660,Quebec,soccer,0.67,21,False,East,,,
Maleah House,536965155220,Alberta,soccer,0.33,29,True,West,call back later,False,
Kash May,231758083737,British Columbia,soccer,0.57,42,False,West,,,
Aydin Charles,454533085339,Nova Scotia,soccer,0.68,21,False,East,,,
Dakota Nash,679170459766,Ontario,soccer,0.63,28,False,South,,,
Danielle Dougherty,318022991160,Quebec,ice hockey,0.44,19,True,East,not interested,False,
Paityn Mcmahon,511784913269,Prince Edward Island,soccer,0.74,26,False,East,,,
Clara Sutton,365507686574,British Columbia,soccer,0.76,36,False,West,,,
Lia Norris,738044571594,Quebec,ice hockey,0.43,25,False,East,,,
Dakota Zavala,966720944206,Manitoba,baseball,0.1,18,True,South,dead line,False,
Mira Rojas,13659765027,Saskatchewan,tennis,0.22,39,True,West,interested,False,
Kianna Stewart,884095201827,British Columbia,ice hockey,0.18,22,False,West,,,
Estrella Curtis,890721703096,Yukon,ice hockey,0.88,21,False,North,,,
Adrienne Andrews,304209977439,British Columbia,tennis,0.53,20,True,West,not interested,False,
Josie Pope,324870474774,Ontario,ice hockey,0.15,36,False,South,,,
Cordell Rodriguez,278293119459,Saskatchewan,baseball,0.18,20,False,West,,,
Carolina Nelson,922422731727,Nova Scotia,rugby,0.37,33,False,East,,,
Aarav Acosta,457146418,Prince Edward Island,rugby,0.16,30,False,East,,,
Marshall Blankenship,515643650443,Quebec,ice hockey,0.16,36,True,East,not interested,False,
Peyton Bentley,766810545162,Quebec,ice hockey,0.82,40,False,East,,,
Ayaan Merritt,289271391485,Saskatchewan,baseball,0.35,22,False,West,,,
Duncan Singleton,388583388679,Ontario,cricket,0.16,23,False,South,,,
Yareli Benjamin,354837083295,Ontario,tennis,0.13,18,False,South,,,
Blaze Delacruz,793029234725,Quebec,ice hockey,0.12,37,False,East,,,
Abram Walton,465769899507,British Columbia,ice hockey,0.41,43,False,West,,,
Romeo Fletcher,604994590574,Alberta,baseball,0.32,32,True,West,not interested,False,
Hailey Carey,342974605116,British Columbia,rugby,0.53,104,False,West,,,
Drake Houston,472846497001,New Brunswick,basketball,0.32,23,False,East,,,
Johnathon Pacheco,708238837321,Quebec,ice hockey,0.22,23,False,East,,,
Lane Hester,539318955090,Saskatchewan,soccer,0.23,20,True,West,interested,True,rejected
Reagan Rice,851421903955,Alberta,baseball,0.12,38,False,West,,,
Ezra Medina,263263093185,New Brunswick,baseball,0.41,19,False,East,,,
Marquise Mills,495961047379,Quebec,tennis,0.74,32,False,East,,,
Gabriella Benton,887535651259,Manitoba,cricket,0.24,44,False,South,,,
Nola Tanner,265854704429,British Columbia,ice hockey,0.8,26,False,West,,,
Eduardo Blevins,346688845596,Saskatchewan,baseball,0.41,42,False,West,,,
Josephine Chung,381335194063,Alberta,rugby,0.55,38,True,West,not interested,False,
Aliana Suarez,560321369464,Ontario,soccer,0.49,19,True,South,interested,False,
Darryl Pace,379531791261,New Brunswick,ice hockey,0.18,29,False,East,,,
Martha Mendez,178017904892,Manitoba,baseball,0.7,20,True,South,not interested,False,
Bo Vasquez,682727452425,British Columbia,soccer,0.18,54,False,West,,,
Aubrie Melendez,310727618897,British Columbia,baseball,0.15,19,False,West,,,
Lucy Yu,737562481463,Quebec,soccer,0.6,37,True,East,not interested,False,
Taylor Warner,709827042655,British Columbia,ice hockey,0.61,47,True,West,not interested,False,
Jordan Taylor,155168617324,Alberta,ice hockey,0.65,26,False,West,,,
Andrew Lara,361251999443,Saskatchewan,cricket,0.08,37,False,West,,,
Charlize Price,8561224021,British Columbia,ice hockey,0.48,70,False,West,,,
Aaden Hanson,31883799955,Prince Edward Island,cricket,0.13,19,False,East,,,
Levi Wilkinson,616403649291,Quebec,soccer,0.21,30,False,East,,,
Precious Hanson,68375973089,Saskatchewan,tennis,0.54,19,False,West,,,
Tucker Ramsey,502736657117,Manitoba,tennis,0.12,30,False,South,,,
Alexander Blankenship,831567493389,Quebec,cricket,0.31,48,False,East,,,
Krista Hester,926525906027,Saskatchewan,cricket,0.3,32,False,West,,,
Deacon Potts,968113199237,Quebec,ice hockey,0.1,58,True,East,not interested,False,
Ian Rivera,323271436422,Ontario,ice hockey,0.45,25,True,South,interested,True,approved
Meredith Li,303860365992,British Columbia,ice hockey,0.42,83,False,West,,,
Aubrie Chaney,400992053456,Saskatchewan,baseball,0.82,63,False,West,,,
Kierra Blevins,345378461735,Quebec,ice hockey,0.89,20,False,East,,,
Anastasia Delgado,595943684462,British Columbia,ice hockey,0.37,33,False,West,,,
Judith Villarreal,465402743439,Manitoba,cricket,0.71,57,False,South,,,
Sonia Allen,51476976352,Quebec,cricket,0.89,32,True,East,not interested,False,
Uriah Carpenter,523073363566,Alberta,soccer,0.55,59,False,West,,,
Landin Tanner,481915763572,Saskatchewan,cricket,0.29,61,False,West,,,
Skylar Flynn,927231653667,Alberta,baseball,0.35,22,False,West,,,
Aydan Aguilar,360692818172,Saskatchewan,soccer,0.28,35,False,West,,,
Marley Giles,630411002240,Ontario,cricket,0.86,23,False,South,,,
Hezekiah Donovan,81108269043,Saskatchewan,ice hockey,0.6,24,True,West,not interested,False,
Zayden Tapia,121000988741,Manitoba,ice hockey,0.79,149,False,South,,,
Rhett Tate,36631269976,Quebec,tennis,0.29,31,False,East,,,
Darien Rowe,415611140156,Quebec,cricket,0.7,20,True,East,not interested,False,
Emmy York,699914593739,British Columbia,baseball,0.31,21,False,West,,,
Lexi Daugherty,32983632920,Nova Scotia,basketball,0.45,43,False,East,,,
Carley Meza,861329174379,Ontario,baseball,0.1,49,False,South,,,
Alijah Frederick,896246121346,Quebec,ice hockey,0.68,24,False,East,,,
Kimora Hudson,583338841371,Quebec,ice hockey,0.11,25,False,East,,,
Myles Hopkins,806251109841,Saskatchewan,baseball,0.53,21,True,West,interested,False,
Jazmine Ramos,818770453241,Manitoba,ice hockey,0.46,19,False,South,,,
Malaki Blackwell,843316814894,Ontario,baseball,0.27,31,True,South,dead line,False,
Coleman Barnes,713831063143,New Brunswick,baseball,0.59,21,False,East,,,
Cristofer Potter,364747934013,Quebec,baseball,0.29,19,True,East,call back later,False,
Lesly Gonzalez,283387445404,Manitoba,baseball,0.52,24,False,South,,,
Dashawn Zhang,674706925131,British Columbia,soccer,0.27,61,True,West,not interested,False,
Zoie Garza,727107522982,British Columbia,ice hockey,0.58,44,False,West,,,
Hezekiah Evans,590628555245,Quebec,ice hockey,0.78,52,True,East,interested,True,rejected
Leland Adkins,236485696993,British Columbia,cricket,0.78,19,False,West,,,
Linda Velasquez,45819316041,Manitoba,soccer,0.28,19,False,South,,,
Tanner Beck,590554567410,British Columbia,baseball,0.61,25,False,West,,,
Jane Lawrence,663164099019,Northwest Territories,baseball,0.33,34,True,North,interested,False,
Aidan Tucker,915994889071,Nova Scotia,ice hockey,0.68,42,False,East,,,
Crystal Brooks,761838137034,Alberta,ice hockey,0.09,26,False,West,,,
Giancarlo Gaines,235833112717,New Brunswick,cricket,0.77,30,False,East,,,
Valerie Fisher,605036821794,Ontario,soccer,0.23,78,True,South,dead line,False,
Alessandra Yates,759839287449,Saskatchewan,ice hockey,0.06,59,False,West,,,
Ayanna May,560549637529,Ontario,ice hockey,0.69,30,True,South,interested,True,approved
Lucas Allison,827365270865,Quebec,ice hockey,0.43,48,False,East,,,
Serenity Mclaughlin,515992477724,Prince Edward Island,ice hockey,0.6,28,False,East,,,
Kiley Espinoza,296969149630,Alberta,rugby,0.15,26,False,West,,,
Emilee Simon,734645316493,Ontario,ice hockey,0.22,66,True,South,not interested,False,
Tiffany Werner,354744417246,Nova Scotia,ice hockey,0.33,22,False,East,,,
Coleman Carter,606054546132,Ontario,ice hockey,0.18,47,True,South,interested,False,
Destiny Lang,591813397612,Ontario,ice hockey,0.33,48,False,South,,,
Francisco Alvarez,83116959931,Quebec,rugby,0.72,49,False,East,,,
Madalynn Fritz,191106843857,Quebec,ice hockey,0.11,33,False,East,,,
Natalia York,681860512344,Nova Scotia,ice hockey,0.25,72,False,East,,,
Lena Key,86162301472,Ontario,ice hockey,0.49,38,True,South,not interested,False,
Jovani Fields,689472927698,Manitoba,soccer,0.46,31,False,South,,,
Carla Kim,882111920781,Quebec,cricket,0.23,34,True,East,interested,True,rejected
Lauren Rocha,146267709865,Manitoba,soccer,0.21,39,False,South,,,
Uriah Burns,304630914220,Ontario,soccer,0.08,32,False,South,,,
Jacoby Chandler,937146541497,Saskatchewan,ice hockey,0.41,26,True,West,interested,False,
Camren Nielsen,78316854382,Saskatchewan,soccer,0.33,83,False,West,,,
Jude Sims,15135213813,Manitoba,baseball,0.23,29,False,South,,,
Felipe Shea,883370523917,Quebec,ice hockey,0.13,30,False,East,,,
Alivia Harmon,820798971415,Ontario,cricket,0.33,18,False,South,,,
Fabian Gibbs,648758166741,Ontario,ice hockey,0.48,55,False,South,,,
Anderson Holmes,114293754491,Quebec,soccer,0.72,18,True,East,interested,True,rejected
Easton Webb,570642383355,Ontario,cricket,0.28,57,False,South,,,
Milo Cherry,263100175561,Quebec,ice hockey,0.46,25,False,East,,,
Ashleigh Good,778696515813,Alberta,tennis,0.33,19,True,West,not interested,False,
Jarrett Leach,830457058952,Ontario,baseball,0.31,28,False,South,,,
Jaqueline Banks,319898668430,Quebec,cricket,0.44,21,False,East,,,
Howard Ibarra,536575736185,Alberta,ice hockey,0.42,18,True,West,not interested,False,
Nathan Pollard,330124290344,Alberta,soccer,0.41,29,False,West,,,
Sheldon Mathis,141854498862,Quebec,rugby,0.51,19,False,East,,,
Deon Beltran,952398399823,Nova Scotia,ice hockey,0.9,20,False,East,,,
Alessandra Riggs,935463855812,Quebec,ice hockey,0.27,24,False,East,,,
Marcel Yang,236670737751,British Columbia,ice hockey,0.1,34,True,West,not interested,False,
Daisy Adkins,96442798470,Ontario,ice hockey,0.76,39,True,South,interested,True,approved
Julissa Banks,24090817484,British Columbia,ice hockey,0.59,22,False,West,,,
Karina Melton,368920519784,Ontario,ice hockey,0.67,27,True,South,interested,True,approved
Jorden Walton,351253282101,Nova Scotia,tennis,0.3,41,True,East,not interested,False,
Henry Randall,834829341792,Alberta,soccer,0.4,24,False,West,,,
Logan King,53539470191,Manitoba,ice hockey,0.38,50,False,South,,,
Leland Woods,405181687280,Ontario,tennis,0.13,35,False,South,,,
Macey Edwards,332570616811,Quebec,tennis,0.58,23,False,East,,,
Zackery Prince,549576317647,Ontario,soccer,0.6,56,False,South,,,
Brylee Burch,63944327628,Quebec,ice hockey,0.75,89,False,East,,,
Jan Pruitt,92747581136,Yukon,ice hockey,0.93,48,False,North,,,
Reina Mcconnell,467478817754,Alberta,soccer,0.25,39,False,West,,,
Angelo Delacruz,647776128448,Saskatchewan,ice hockey,0.25,22,False,West,,,
Selena Mcknight,749539537833,Quebec,baseball,0.17,20,True,East,not interested,False,
Ronin Wright,892865149503,Quebec,ice hockey,0.52,20,False,East,,,
Jaelynn Fields,748403130742,Alberta,soccer,0.19,28,False,West,,,
Eddie Kelly,653366324116,Alberta,cricket,0.31,24,False,West,,,
Beatrice Cain,43999868281,New Brunswick,ice hockey,0.57,18,True,East,not interested,False,
Ashton Stuart,511654007978,British Columbia,baseball,0.14,48,False,West,,,
Kailey Edwards,236672194781,British Columbia,baseball,0.24,32,True,West,interested,True,rejected
Alina Archer,742691009552,British Columbia,soccer,0.06,46,False,West,,,
Davin Garner,110408008793,Ontario,cricket,0.32,30,True,South,interested,False,
Rishi Espinoza,137950717421,Ontario,rugby,0.77,39,False,South,,,
Justus Braun,47520283930,Manitoba,soccer,0.33,39,False,South,,,
Konnor Mcclure,82735132583,Saskatchewan,ice hockey,0.22,44,False,West,,,
Laila Stout,525137469313,Alberta,soccer,0.56,28,False,West,,,
Rihanna Dennis,348267740120,Quebec,rugby,0.32,49,False,East,,,
Anaya Lyons,853444693578,Nova Scotia,baseball,0.79,44,False,East,,,
Reynaldo Shannon,568031928298,Quebec,ice hockey,0.59,61,False,East,,,
Makenna Erickson,424944754381,Saskatchewan,baseball,0.42,23,False,West,,,
Asher Dixon,706346118557,Ontario,cricket,0.13,119,False,South,,,
Isaac Wong,626021815121,British Columbia,cricket,0.1,31,False,West,,,
Gabriella Liu,109127975738,New Brunswick,soccer,0.19,23,False,East,,,
Beatrice Dennis,375479533009,New Brunswick,basketball,0.52,33,False,East,,,
Kayden Weber,282860857107,Quebec,soccer,0.3,73,False,East,,,
Brenton Maddox,994180141834,British Columbia,cricket,0.32,50,True,West,not interested,False,
Xiomara Hansen,111310868565,Ontario,soccer,0.13,31,False,South,,,
Mercedes Mercer,544394350871,Manitoba,soccer,0.36,23,False,South,,,
Royce Richmond,411860058953,Northwest Territories,baseball,0.3,44,False,North,,,
London Avery,978140233756,Saskatchewan,cricket,0.8,44,True,West,not interested,False,
Anika Lucas,175162592040,Nova Scotia,soccer,0.15,22,False,East,,,
Dakota Hensley,792961978691,Saskatchewan,soccer,0.47,85,False,West,,,
Mollie Brandt,993100556694,Quebec,baseball,0.15,34,True,East,interested,False,
Elliott Roth,780241520919,British Columbia,ice hockey,0.2,20,False,West,,,
Isabelle Hayden,5780384490,Quebec,ice hockey,0.57,37,False,East,,,
Dangelo Lamb,532735621303,British Columbia,tennis,0.57,39,False,West,,,
Cortez Lester,280487510072,Quebec,rugby,0.08,70,False,East,,,
Abigayle Moreno,692493436813,Manitoba,soccer,0.16,48,True,South,not interested,False,
Kamryn Davenport,77896612058,Ontario,ice hockey,0.41,27,True,South,interested,False,
Jaydan Bentley,565912868686,Saskatchewan,soccer,0.51,33,True,West,interested,False,
Kylee Solis,133841960127,Newfoundland and Labrador,ice hockey,0.7,35,False,East,,,
Kelvin Mcclain,715736981991,Northwest Territories,soccer,0.68,23,False,North,,,
Deborah Adkins,949253801688,Ontario,rugby,0.3,23,True,South,not interested,False,
Amir Liu,318281935075,Manitoba,rugby,0.41,33,False,South,,,
Alexzander Velazquez,462060457105,Manitoba,soccer,0.93,18,False,South,,,
Brennen Rodriguez,144848569343,Ontario,soccer,0.62,32,False,South,,,
Estrella Horne,782063085759,Nova Scotia,ice hockey,0.13,34,False,East,,,
Aimee Moran,657250320431,Ontario,ice hockey,0.2,48,False,South,,,
Ashly Harmon,513662915158,Alberta,soccer,0.29,50,False,West,,,
Marques Gibbs,675222085781,Nova Scotia,ice hockey,0.45,100,False,East,,,
Adelaide Sutton,11032047934,Ontario,soccer,0.46,40,False,South,,,
Dominic Trevino,650406212127,Manitoba,ice hockey,0.48,26,False,South,,,
Gavyn Ingram,879525659455,Manitoba,soccer,0.35,18,False,South,,,
Melvin Novak,594118654548,British Columbia,soccer,0.5,43,False,West,,,
